,participant,condition,rt,lang
18,8,incongruent,661.9722734295195,pol
19,8,congruent,316.7534443398302,pol
20,8,congruent,281.012258983178,pol
21,8,congruent,294.2661181221262,pol
22,8,incongruent,550.7222345551558,pol
23,8,incongruent,296.54622435051283,pol
24,8,incongruent,196.86047332717996,pol
25,8,incongruent,321.60196992699184,pol
26,8,congruent,388.5047410835921,pol
27,8,incongruent,694.2259124097479,pol
28,8,incongruent,297.8296743415174,pol
29,8,congruent,289.2294679122992,pol
30,8,incongruent,97.37899981525733,pol
31,8,congruent,244.5474064940869,pol
32,8,congruent,281.6301039888121,pol
33,8,congruent,338.5051703973601,pol
34,8,congruent,425.4900195420271,pol
35,8,incongruent,454.83902860307455,pol
36,8,congruent,516.5387341912705,pol
37,8,incongruent,582.734721984391,pol
38,8,congruent,700.3580880620386,pol
39,8,incongruent,347.8312120278689,pol
40,8,incongruent,213.58905447771946,pol
41,8,congruent,351.2729984007961,pol
42,8,incongruent,487.35022352368577,pol
43,8,congruent,372.1318184755403,pol
44,8,incongruent,499.3750784151155,pol
45,8,incongruent,406.45937140176466,pol
46,8,incongruent,557.4344331859448,pol
47,8,congruent,155.06316866918263,pol
48,8,congruent,351.93763745732457,pol
49,8,incongruent,331.0586388691079,pol
50,8,incongruent,415.61152225266505,pol
51,8,congruent,179.87337215082417,pol
52,8,incongruent,516.7300060664019,pol
53,8,congruent,319.46543335016906,pol
54,8,congruent,308.7224979213897,pol
55,8,congruent,157.18099832444855,pol
56,8,incongruent,245.39706057947114,pol
57,8,incongruent,692.9330507191291,pol
58,8,congruent,362.3856155204095,pol
59,8,congruent,161.40404294438187,pol
60,8,incongruent,158.68482691569088,pol
61,8,congruent,486.52284901284065,pol
62,8,incongruent,549.0510997582329,pol
63,8,incongruent,813.8120903688274,pol
64,8,incongruent,715.0030318103944,pol
65,8,incongruent,336.76748786422195,pol
66,8,incongruent,401.45919767822573,pol
67,8,congruent,223.18890670359895,pol
68,8,incongruent,296.1152060475006,pol
69,8,incongruent,495.7227275194268,pol
70,8,congruent,253.6268239326237,pol
71,8,congruent,340.1549397449143,pol
72,8,congruent,414.7026761931576,pol
73,8,congruent,221.8853875415785,pol
74,8,congruent,361.5945758784561,pol
75,8,congruent,468.8409255350324,pol
76,8,incongruent,455.9960634365997,pol
77,8,incongruent,302.52833530977057,pol
78,8,incongruent,255.01780708119074,pol
79,8,congruent,371.7323250129619,pol
80,8,incongruent,342.119328170156,pol
81,8,incongruent,300.3646974937062,pol
82,8,congruent,220.76399448957866,pol
83,8,congruent,207.3834571877659,pol
84,8,incongruent,166.6944630618092,pol
85,8,incongruent,335.0263852316559,pol
86,8,incongruent,537.2813505648159,pol
87,8,congruent,297.5620614572962,pol
88,8,incongruent,403.6362374248597,pol
89,8,congruent,243.50783317357613,pol
90,8,congruent,227.83480888511886,pol
91,8,incongruent,251.63026417979677,pol
92,8,incongruent,463.0918606736171,pol
93,8,congruent,248.61514868344702,pol
94,8,incongruent,281.2633925240357,pol
95,8,incongruent,341.10137119494124,pol
96,8,congruent,334.14007847669336,pol
97,8,incongruent,258.9312744954231,pol
98,8,congruent,564.8379413809939,pol
99,8,congruent,212.8115324342544,pol
0,9,congruent,574.7133895926379,pol
1,9,incongruent,175.3437487573095,pol
2,9,incongruent,406.84926523176875,pol
3,9,incongruent,390.6489241911323,pol
4,9,incongruent,473.3375284779029,pol
5,9,incongruent,919.3512668701804,pol
6,9,incongruent,622.2584618115175,pol
7,9,incongruent,305.66314815174553,pol
8,9,congruent,337.35530813187427,pol
9,9,incongruent,394.0264344425598,pol
10,9,congruent,229.86728495687535,pol
11,9,incongruent,318.52913496715627,pol
12,9,incongruent,464.00083629187,pol
13,9,incongruent,665.4403002436578,pol
14,9,incongruent,517.8966979792582,pol
15,9,congruent,230.18832196856872,pol
16,9,congruent,287.321335580474,pol
17,9,incongruent,630.6872733758253,pol
18,9,congruent,255.35347070083984,pol
19,9,congruent,692.6675042919888,pol
20,9,congruent,702.7592227283633,pol
21,9,congruent,231.34127581549285,pol
22,9,congruent,245.16948707688584,pol
23,9,congruent,701.2685404970512,pol
24,9,incongruent,515.3486882389884,pol
25,9,congruent,179.50744675725466,pol
26,9,congruent,496.83535178181705,pol
27,9,congruent,353.84597391879953,pol
28,9,incongruent,704.414577495061,pol
29,9,congruent,567.2493219706723,pol
30,9,congruent,258.8115875356927,pol
31,9,congruent,368.07010471783985,pol
32,9,congruent,289.6473972884602,pol
33,9,incongruent,378.0127029552441,pol
34,9,incongruent,486.9940635643778,pol
35,9,congruent,184.44265918971854,pol
36,9,incongruent,515.581776947871,pol
37,9,incongruent,271.20818095385795,pol
38,9,congruent,187.7040998122829,pol
39,9,incongruent,670.3445786938685,pol
40,9,incongruent,334.61183982757314,pol
41,9,incongruent,402.1057115706984,pol
42,9,congruent,229.04744810874138,pol
43,9,incongruent,680.1575667675259,pol
44,9,congruent,187.7702524968121,pol
45,9,congruent,540.8608121856937,pol
46,9,congruent,543.7874974623106,pol
47,9,incongruent,416.57245247111916,pol
48,9,incongruent,284.41837850980033,pol
49,9,congruent,547.8620023206992,pol
50,9,congruent,180.1496922423064,pol
51,9,incongruent,243.84003231639713,pol
52,9,incongruent,386.40891581014705,pol
53,9,incongruent,537.3310951362283,pol
54,9,incongruent,393.8173118784115,pol
55,9,congruent,226.17751322596627,pol
56,9,incongruent,513.8663460700881,pol
57,9,congruent,317.056731262514,pol
58,9,incongruent,294.7411330284317,pol
59,9,incongruent,588.8808772904209,pol
60,9,congruent,178.666932629259,pol
61,9,congruent,323.4556895169358,pol
62,9,incongruent,434.67317087192544,pol
63,9,incongruent,660.467778580102,pol
64,9,incongruent,401.7839020809716,pol
65,9,congruent,439.5502446047544,pol
66,9,congruent,571.2282592325265,pol
67,9,congruent,386.7704961702914,pol
68,9,incongruent,349.1821905379828,pol
69,9,incongruent,190.69897120217436,pol
70,9,congruent,217.63218312845575,pol
71,9,incongruent,278.0795711653706,pol
72,9,congruent,250.55559044934478,pol
73,9,incongruent,327.8300244509543,pol
74,9,congruent,171.3451958058162,pol
75,9,incongruent,405.44352966643555,pol
76,9,congruent,187.7537778758952,pol
77,9,incongruent,366.0765884474852,pol
78,9,congruent,305.05152496057656,pol
79,9,congruent,292.60787802859426,pol
80,9,incongruent,567.7490616431578,pol
81,9,incongruent,355.3662476561524,pol
82,9,congruent,313.85531778429487,pol
83,9,congruent,140.72421844498385,pol
84,9,congruent,96.59788112688167,pol
85,9,congruent,321.7579303452815,pol
86,9,incongruent,676.2464051419647,pol
87,9,congruent,322.2174455230857,pol
88,9,incongruent,434.1686263157345,pol
89,9,congruent,437.92235488523204,pol
90,9,congruent,328.0060706715397,pol
91,9,incongruent,702.0086756149767,pol
92,9,incongruent,385.3765017924226,pol
93,9,congruent,233.0062152709005,pol
94,9,incongruent,219.64279721318263,pol
95,9,congruent,381.53368454192145,pol
96,9,incongruent,299.74721277218646,pol
97,9,congruent,440.6040528978508,pol
98,9,congruent,497.64054027222403,pol
99,9,incongruent,715.0498190911173,pol
0,10,congruent,317.7079385566031,pol
1,10,congruent,225.89053331886913,pol
2,10,congruent,185.45185031564927,pol
3,10,congruent,300.5016520748263,pol
4,10,incongruent,340.25169511560205,pol
5,10,congruent,238.6069203269218,pol
6,10,incongruent,758.33461165285,pol
7,10,incongruent,274.6477184549278,pol
8,10,congruent,460.12409825286693,pol
9,10,incongruent,332.6633722916072,pol
10,10,incongruent,352.9425883688684,pol
11,10,congruent,234.33971483236687,pol
12,10,incongruent,365.24116038547436,pol
13,10,incongruent,586.1085577824721,pol
14,10,incongruent,537.9153180008982,pol
15,10,congruent,300.6232974916097,pol
16,10,incongruent,363.9716348622864,pol
17,10,incongruent,365.54907705595815,pol
18,10,congruent,290.0526779802295,pol
19,10,incongruent,538.4128974426405,pol
20,10,incongruent,272.11245843821337,pol
21,10,incongruent,413.60288126672936,pol
22,10,congruent,541.3547413093537,pol
23,10,incongruent,295.05986417168424,pol
24,10,congruent,771.5810089640163,pol
25,10,congruent,265.40551552837917,pol
26,10,incongruent,381.7855200066222,pol
27,10,incongruent,470.70695462547667,pol
28,10,congruent,838.5008529785347,pol
29,10,congruent,347.38944216519184,pol
30,10,congruent,165.70057560532197,pol
31,10,congruent,237.19509862129328,pol
32,10,incongruent,523.104858317382,pol
33,10,congruent,155.03408081372817,pol
34,10,congruent,352.6961467398778,pol
35,10,incongruent,408.1723736879214,pol
36,10,incongruent,319.5951957185533,pol
37,10,incongruent,275.69495057068747,pol
38,10,congruent,324.928718766684,pol
39,10,congruent,446.68810510531955,pol
40,10,congruent,273.0602571727478,pol
41,10,congruent,409.1538735219106,pol
42,10,congruent,235.8045849259822,pol
43,10,incongruent,317.5975563377962,pol
44,10,congruent,216.32214428480995,pol
45,10,congruent,217.78750151014,pol
46,10,incongruent,508.3235059417394,pol
47,10,congruent,672.2192742800042,pol
48,10,congruent,273.16800734273124,pol
49,10,incongruent,706.00649903518,pol
50,10,congruent,238.97389392936827,pol
51,10,congruent,263.5434514670768,pol
52,10,congruent,131.2540126360365,pol
53,10,congruent,277.70941961252316,pol
54,10,congruent,310.90427921899976,pol
55,10,incongruent,415.75141032610304,pol
56,10,congruent,97.86578118942658,pol
57,10,incongruent,484.3952523363665,pol
58,10,incongruent,671.5263979436204,pol
59,10,congruent,227.66122043543626,pol
60,10,incongruent,317.17516998695845,pol
61,10,incongruent,310.3675905087697,pol
62,10,congruent,448.3323598202342,pol
63,10,congruent,412.1001675107474,pol
64,10,congruent,500.05487624680563,pol
65,10,incongruent,225.05028775820364,pol
66,10,congruent,250.4778845685095,pol
67,10,incongruent,274.0842560915555,pol
68,10,incongruent,582.676038523106,pol
69,10,incongruent,507.4967082245255,pol
70,10,incongruent,614.6911682645266,pol
71,10,incongruent,482.24131024339636,pol
72,10,congruent,659.946579098886,pol
73,10,incongruent,420.95869705191444,pol
74,10,congruent,167.39768095759177,pol
75,10,incongruent,627.3077500776508,pol
76,10,congruent,413.7656768045739,pol
77,10,incongruent,337.8756194387141,pol
78,10,congruent,328.4625743405213,pol
79,10,congruent,532.4461044347665,pol
80,10,incongruent,738.916584984272,pol
81,10,incongruent,449.47077346430876,pol
82,10,incongruent,224.33750481434978,pol
83,10,congruent,425.7603125211612,pol
84,10,congruent,593.6677453382854,pol
85,10,incongruent,476.082890683562,pol
86,10,congruent,387.8308473139977,pol
87,10,incongruent,416.7948219053129,pol
88,10,incongruent,782.4546709296797,pol
89,10,incongruent,421.21594979736085,pol
90,10,congruent,441.89010806306135,pol
91,10,incongruent,429.25207426033774,pol
92,10,incongruent,520.8142706332048,pol
93,10,congruent,456.4371451273608,pol
94,10,congruent,188.1736108494052,pol
95,10,incongruent,485.33600135240897,pol
96,10,incongruent,268.6543757807328,pol
97,10,incongruent,484.14569675122107,pol
98,10,congruent,485.96208759673425,pol
99,10,incongruent,457.4466849126736,pol
0,11,incongruent,299.67095491594085,pol
1,11,congruent,241.43057152740195,pol
2,11,congruent,448.13846584928706,pol
3,11,congruent,272.1737103079107,pol
4,11,incongruent,267.164626899753,pol
5,11,incongruent,171.09735084486582,pol
6,11,congruent,199.06461966084748,pol
7,11,congruent,332.07584005003986,pol
8,11,congruent,414.78777971073055,pol
9,11,congruent,141.4585231756131,pol
10,11,congruent,274.7360921956749,pol
11,11,incongruent,467.2486162447636,pol
12,11,congruent,235.02226936301963,pol
13,11,congruent,142.63626304364095,pol
14,11,congruent,518.7042888568535,pol
15,11,congruent,218.08459695070954,pol
16,11,congruent,327.30046726423114,pol
17,11,incongruent,401.4187187982798,pol
18,11,congruent,121.63123713789034,pol
19,11,congruent,289.36221403937304,pol
20,11,incongruent,577.6198963415411,pol
21,11,congruent,301.96569118879216,pol
22,11,congruent,218.07386172182447,pol
23,11,incongruent,640.1962523645224,pol
24,11,incongruent,356.6750906142597,pol
25,11,congruent,318.78083763816187,pol
26,11,incongruent,288.3328258576812,pol
27,11,congruent,244.95426097328442,pol
28,11,congruent,312.846521749836,pol
29,11,congruent,209.84311853963393,pol
30,11,incongruent,347.71685716601627,pol
31,11,incongruent,392.0242474853379,pol
32,11,incongruent,412.39542022791693,pol
33,11,incongruent,296.661047161454,pol
34,11,congruent,349.81297823412353,pol
35,11,congruent,616.06737889858,pol
36,11,congruent,315.5252495855566,pol
37,11,congruent,515.0350322201771,pol
38,11,incongruent,563.5410951392865,pol
39,11,congruent,382.30585802352925,pol
40,11,incongruent,313.532715910685,pol
41,11,congruent,482.3705816764492,pol
42,11,incongruent,675.430679489626,pol
43,11,incongruent,603.7056623970182,pol
44,11,incongruent,433.7186049577126,pol
45,11,incongruent,210.9790974825525,pol
46,11,congruent,255.75875858899408,pol
47,11,congruent,192.66233214323506,pol
48,11,congruent,441.6214520548451,pol
49,11,congruent,296.9794082043908,pol
50,11,incongruent,379.04177052879203,pol
51,11,incongruent,192.95962135373975,pol
52,11,incongruent,502.4668317323027,pol
53,11,congruent,661.6726098791619,pol
54,11,congruent,230.46926957217667,pol
55,11,incongruent,477.51455799645504,pol
56,11,incongruent,162.83234425844398,pol
57,11,incongruent,642.5418051190243,pol
58,11,congruent,211.63402736767722,pol
59,11,incongruent,204.69112572526257,pol
60,11,congruent,644.3031174950099,pol
61,11,incongruent,552.9498320384489,pol
62,11,congruent,450.00629260144166,pol
63,11,incongruent,308.4926971547952,pol
64,11,congruent,312.1406037424293,pol
65,11,incongruent,450.2612521442554,pol
66,11,congruent,313.2003561971395,pol
67,11,congruent,389.0864072754038,pol
68,11,incongruent,451.5485559690016,pol
69,11,congruent,421.31419050345136,pol
70,11,incongruent,636.5855757747192,pol
71,11,incongruent,279.742527580799,pol
72,11,incongruent,549.7205515529572,pol
73,11,incongruent,442.1452889502986,pol
74,11,incongruent,543.8424109125117,pol
75,11,incongruent,386.17840071091774,pol
76,11,congruent,613.6623790751363,pol
77,11,incongruent,463.0830493596951,pol
78,11,incongruent,458.9444027752574,pol
79,11,congruent,141.7674225817867,pol
80,11,incongruent,102.0816848086258,pol
81,11,incongruent,749.9353685481622,pol
82,11,incongruent,377.6826699049519,pol
83,11,congruent,437.3488506913959,pol
84,11,incongruent,437.6541061092628,pol
85,11,congruent,341.3281374835289,pol
86,11,incongruent,297.06074123831286,pol
87,11,congruent,343.3403035504639,pol
88,11,incongruent,254.71125722029132,pol
89,11,congruent,175.6974770466412,pol
90,11,congruent,505.6181785209081,pol
91,11,incongruent,786.5953392201079,pol
92,11,incongruent,795.3777958783132,pol
93,11,congruent,287.96768410415075,pol
94,11,congruent,110.87975800036838,pol
95,11,incongruent,549.419037635186,pol
96,11,incongruent,658.8984116829804,pol
97,11,congruent,764.4108121784176,pol
98,11,incongruent,662.7402157104333,pol
99,11,incongruent,395.00193722610067,pol
0,12,incongruent,328.8090066378709,pol
1,12,congruent,496.3194017166104,pol
2,12,congruent,267.8368033912104,pol
3,12,congruent,492.05436270010506,pol
4,12,congruent,533.2062217716506,pol
5,12,incongruent,423.87363054642447,pol
6,12,congruent,456.58149369225646,pol
7,12,incongruent,775.7914871247693,pol
8,12,incongruent,500.4139671464294,pol
9,12,incongruent,353.30288419481485,pol
10,12,incongruent,882.3004486179335,pol
11,12,congruent,243.03654093117257,pol
12,12,incongruent,362.2915375576299,pol
13,12,congruent,503.2019475172542,pol
14,12,incongruent,343.49235874038436,pol
15,12,incongruent,448.74773700190934,pol
16,12,congruent,382.9555326630386,pol
17,12,congruent,343.0205892111884,pol
18,12,incongruent,244.27575283865824,pol
19,12,congruent,335.42360752887987,pol
20,12,congruent,324.0566328903992,pol
21,12,congruent,245.30273539085167,pol
22,12,congruent,193.42098885656839,pol
23,12,incongruent,265.02641054545774,pol
24,12,incongruent,438.3703620866083,pol
25,12,congruent,366.9885779400564,pol
26,12,congruent,344.14982973706367,pol
27,12,congruent,379.50379282708343,pol
28,12,incongruent,374.084391221255,pol
29,12,congruent,345.4042383124421,pol
30,12,congruent,242.64798978949938,pol
31,12,congruent,696.9236766249346,pol
32,12,congruent,271.38188751301976,pol
33,12,incongruent,332.7466394646243,pol
34,12,incongruent,524.2550647029653,pol
35,12,incongruent,201.1678607415032,pol
36,12,incongruent,229.33495482964597,pol
37,12,incongruent,324.79173714223765,pol
38,12,congruent,221.58377880823775,pol
39,12,incongruent,305.36195572318445,pol
40,12,congruent,264.70496324990097,pol
41,12,incongruent,416.20787978997487,pol
42,12,congruent,564.4546991775417,pol
43,12,congruent,302.3363451074527,pol
44,12,congruent,300.0568591338618,pol
45,12,incongruent,463.078972528366,pol
46,12,congruent,218.8068289654232,pol
47,12,congruent,571.5818130861684,pol
48,12,congruent,246.44592696313867,pol
49,12,incongruent,434.3004916823569,pol
50,12,incongruent,348.45836804828923,pol
51,12,congruent,297.6782219221064,pol
52,12,incongruent,302.8101601204284,pol
53,12,congruent,686.2391547759912,pol
54,12,incongruent,844.9547418547304,pol
55,12,congruent,295.80019420520694,pol
56,12,incongruent,333.5601332909091,pol
57,12,congruent,351.1379141096231,pol
58,12,congruent,307.20313821013093,pol
59,12,congruent,257.92609139210833,pol
60,12,incongruent,610.4025203145961,pol
61,12,congruent,218.4014048669633,pol
62,12,congruent,215.2130788324351,pol
63,12,incongruent,433.7479224554911,pol
64,12,congruent,376.4496337770515,pol
65,12,congruent,252.09209176264466,pol
66,12,incongruent,339.2037424765731,pol
67,12,congruent,334.2954317492338,pol
68,12,congruent,389.98538524190604,pol
69,12,incongruent,219.23462545959796,pol
70,12,congruent,253.66763000629905,pol
71,12,congruent,233.6638961886609,pol
72,12,congruent,351.9217032996694,pol
73,12,incongruent,385.5229666273127,pol
74,12,incongruent,266.3169634044423,pol
75,12,incongruent,515.7696945745329,pol
76,12,incongruent,361.99085278115035,pol
77,12,incongruent,263.7438696649033,pol
78,12,congruent,255.34201846373887,pol
79,12,congruent,450.99789150651185,pol
80,12,congruent,266.4338541084428,pol
81,12,incongruent,362.29120252572636,pol
82,12,incongruent,153.0069904195768,pol
83,12,incongruent,338.76379718864405,pol
84,12,incongruent,420.0152049334439,pol
85,12,incongruent,361.9217469803125,pol
86,12,incongruent,388.7993509458292,pol
87,12,congruent,486.9877160904797,pol
88,12,congruent,536.8857866607892,pol
89,12,incongruent,745.3644386853534,pol
90,12,congruent,216.20001912933515,pol
91,12,incongruent,409.16746150291897,pol
92,12,incongruent,261.40002634005896,pol
93,12,incongruent,251.74020083900018,pol
94,12,incongruent,331.6386099019084,pol
95,12,congruent,210.6585287483152,pol
96,12,incongruent,277.00211055231586,pol
97,12,incongruent,307.7358599219745,pol
98,12,incongruent,338.1850904605217,pol
99,12,incongruent,201.689389240828,pol
0,13,congruent,212.47265660169757,pol
1,13,congruent,199.45253874923034,pol
2,13,incongruent,401.38669362641417,pol
3,13,congruent,287.9181827867343,pol
4,13,incongruent,315.82948718734565,pol
5,13,incongruent,636.7479620058914,pol
6,13,incongruent,413.4106644183401,pol
7,13,congruent,501.44797072287685,pol
8,13,congruent,201.4117706635595,pol
9,13,incongruent,454.78578927055975,pol
10,13,incongruent,465.4003672313848,pol
11,13,congruent,479.9006401012823,pol
12,13,congruent,304.52758866570684,pol
13,13,incongruent,306.7608807117598,pol
14,13,incongruent,394.33301697179377,pol
15,13,incongruent,436.63300660242857,pol
16,13,incongruent,421.6843011397112,pol
17,13,congruent,342.08464998323814,pol
18,13,incongruent,198.41758712805358,pol
19,13,congruent,526.8192462628126,pol
20,13,incongruent,578.8953703069965,pol
21,13,congruent,247.79334715227225,pol
22,13,congruent,368.08259082883296,pol
23,13,incongruent,256.89014505188203,pol
24,13,incongruent,351.8928636674859,pol
25,13,congruent,367.09729704218034,pol
26,13,incongruent,514.0468991489173,pol
27,13,incongruent,374.5374142253784,pol
28,13,congruent,206.14127170446378,pol
29,13,congruent,366.3997534542093,pol
30,13,incongruent,324.5175972095031,pol
31,13,congruent,557.5174032839141,pol
32,13,incongruent,336.49112096925177,pol
33,13,incongruent,415.29851590253224,pol
34,13,incongruent,399.3726189928748,pol
35,13,incongruent,176.7726157198275,pol
36,13,incongruent,382.3861754469037,pol
37,13,incongruent,756.0984843521685,pol
38,13,congruent,337.07724097249366,pol
39,13,congruent,263.98576225771984,pol
40,13,incongruent,370.8942528360049,pol
41,13,incongruent,841.067875030477,pol
42,13,congruent,191.44011124861163,pol
43,13,congruent,309.1845528290296,pol
44,13,incongruent,317.65914652842946,pol
45,13,incongruent,333.05136045077717,pol
46,13,incongruent,472.78027991592114,pol
47,13,incongruent,360.6756643014338,pol
48,13,congruent,339.6888961298137,pol
49,13,congruent,231.28532978102845,pol
50,13,incongruent,686.3358365910638,pol
51,13,congruent,226.32987060609995,pol
52,13,incongruent,235.26803872027125,pol
53,13,congruent,688.9162629535149,pol
54,13,congruent,310.08745494909925,pol
55,13,congruent,188.57619322736963,pol
56,13,congruent,817.4345187584682,pol
57,13,congruent,434.28994586806175,pol
58,13,congruent,280.0892546135365,pol
59,13,congruent,165.22754480088724,pol
60,13,incongruent,114.30239192192012,pol
61,13,congruent,312.20466153312225,pol
62,13,incongruent,304.40207932650117,pol
63,13,congruent,360.4288567933948,pol
64,13,congruent,418.04871938478334,pol
65,13,incongruent,462.93601774994704,pol
66,13,congruent,545.9014992557006,pol
67,13,congruent,186.83607194288672,pol
68,13,incongruent,570.8726364712875,pol
69,13,incongruent,1144.0772474532023,pol
70,13,incongruent,572.3921013428392,pol
71,13,congruent,286.0856609261709,pol
72,13,congruent,374.8380609938648,pol
73,13,incongruent,447.76574873678567,pol
74,13,incongruent,432.1467105796243,pol
75,13,incongruent,428.88705246253863,pol
76,13,congruent,452.928520485896,pol
77,13,congruent,238.1806060023146,pol
78,13,incongruent,188.15205081331226,pol
79,13,incongruent,226.91035124303767,pol
80,13,incongruent,489.24419314237673,pol
81,13,incongruent,363.46801429762064,pol
82,13,congruent,171.42103654146987,pol
83,13,congruent,217.68708604673643,pol
84,13,congruent,324.95348001815603,pol
85,13,congruent,338.553920398473,pol
86,13,congruent,404.49629270152843,pol
87,13,incongruent,427.94950921637326,pol
88,13,incongruent,306.6967367726303,pol
89,13,incongruent,300.60233636426074,pol
90,13,congruent,490.5596666949236,pol
91,13,congruent,440.1097260173992,pol
92,13,incongruent,163.15104057462054,pol
93,13,incongruent,271.83479764572746,pol
94,13,congruent,543.8639765237904,pol
95,13,congruent,243.67957935619057,pol
96,13,congruent,273.1031514593422,pol
97,13,congruent,271.60693927304055,pol
98,13,congruent,708.040649310588,pol
99,13,incongruent,617.4183503632379,pol
0,14,incongruent,361.2406173280309,pol
1,14,incongruent,554.4485296003585,pol
2,14,incongruent,621.429725508417,pol
3,14,congruent,377.8074103021515,pol
4,14,incongruent,459.94003839823864,pol
5,14,congruent,361.36175488567716,pol
6,14,congruent,361.6414704972334,pol
7,14,congruent,472.94444558821766,pol
8,14,incongruent,329.31661374011856,pol
9,14,incongruent,744.1817684893008,pol
10,14,incongruent,297.29752718354183,pol
11,14,incongruent,691.2819048463375,pol
12,14,congruent,356.58824324002967,pol
13,14,congruent,225.27819247877096,pol
14,14,incongruent,457.93785609250955,pol
15,14,congruent,334.3471857497143,pol
16,14,incongruent,362.13586483297917,pol
17,14,congruent,451.37329117868035,pol
18,14,incongruent,298.604960725476,pol
19,14,congruent,272.6220271382621,pol
20,14,incongruent,657.8074055258594,pol
21,14,congruent,243.17214190621743,pol
22,14,congruent,264.88036966858175,pol
23,14,incongruent,329.03190783699165,pol
24,14,incongruent,320.2260220522864,pol
25,14,incongruent,532.1005322001722,pol
26,14,congruent,441.1277344972429,pol
27,14,congruent,229.3110911020775,pol
28,14,congruent,245.59107491434628,pol
29,14,incongruent,434.62212465259313,pol
30,14,congruent,358.12082752143994,pol
31,14,incongruent,611.4754123140177,pol
32,14,congruent,303.50893087236034,pol
33,14,congruent,562.4760745854012,pol
34,14,congruent,116.24310584471644,pol
35,14,congruent,216.74921384948317,pol
36,14,congruent,406.1377341676083,pol
37,14,incongruent,305.9331032227693,pol
38,14,congruent,273.96884606224194,pol
39,14,congruent,421.02926762059224,pol
40,14,incongruent,331.2389154051872,pol
41,14,congruent,160.66556084462513,pol
42,14,incongruent,323.53806116849984,pol
43,14,incongruent,425.7106255781968,pol
44,14,incongruent,496.7253229498787,pol
45,14,congruent,840.0790452824258,pol
46,14,congruent,237.50721843030746,pol
47,14,incongruent,416.765015107989,pol
48,14,incongruent,638.9856298141166,pol
49,14,congruent,215.18402261013412,pol
50,14,incongruent,146.43006929243734,pol
51,14,congruent,330.6321891658035,pol
52,14,incongruent,299.1072118511259,pol
53,14,congruent,257.6706361488909,pol
54,14,congruent,363.387439533896,pol
55,14,incongruent,447.9857654402784,pol
56,14,incongruent,433.33775027292677,pol
57,14,congruent,266.8357549853027,pol
58,14,congruent,237.03734531769035,pol
59,14,congruent,251.10885455698067,pol
60,14,incongruent,445.68089915955784,pol
61,14,incongruent,347.9098950785348,pol
62,14,congruent,325.3931090512386,pol
63,14,congruent,606.2247066491362,pol
64,14,incongruent,238.97657872997053,pol
65,14,incongruent,596.9547638337806,pol
66,14,incongruent,532.8833351928067,pol
67,14,congruent,200.8313666674535,pol
68,14,incongruent,1042.1368076931374,pol
69,14,congruent,273.7500293071037,pol
70,14,incongruent,323.2049220488192,pol
71,14,incongruent,258.2801921185941,pol
72,14,congruent,681.7727559545751,pol
73,14,incongruent,1206.9740867060123,pol
74,14,incongruent,421.39654717695834,pol
75,14,congruent,623.7413808365006,pol
76,14,congruent,333.57778383177566,pol
77,14,congruent,466.5269689034509,pol
78,14,congruent,224.73754936112536,pol
79,14,congruent,275.52661057504497,pol
80,14,incongruent,381.63132156835354,pol
81,14,incongruent,441.4127620203989,pol
82,14,congruent,230.36876722336808,pol
83,14,incongruent,390.95932675053683,pol
84,14,congruent,265.2682204582062,pol
85,14,incongruent,237.267463272626,pol
86,14,incongruent,738.0447260726,pol
87,14,incongruent,402.56625220197066,pol
88,14,incongruent,557.4603228512233,pol
89,14,incongruent,339.10462610290114,pol
90,14,incongruent,367.35699669644805,pol
91,14,incongruent,364.4164312210529,pol
92,14,congruent,337.75797981004314,pol
93,14,congruent,583.3294963546697,pol
94,14,congruent,905.7006261161322,pol
95,14,congruent,242.28641733582427,pol
96,14,incongruent,308.1862205685343,pol
97,14,congruent,176.1660170099412,pol
98,14,congruent,494.3071677153186,pol
99,14,incongruent,280.6518700525758,pol
0,15,congruent,174.00250995839536,pol
1,15,incongruent,874.1990445082286,pol
2,15,incongruent,582.9784419404615,pol
3,15,congruent,285.9297623790799,pol
4,15,incongruent,401.2120108073068,pol
5,15,incongruent,662.7596024902434,pol
6,15,congruent,272.3773948397185,pol
7,15,incongruent,272.1437973586893,pol
8,15,incongruent,393.8467110207464,pol
9,15,congruent,175.6486303399721,pol
10,15,congruent,348.49207452517294,pol
11,15,incongruent,431.8483789780124,pol
12,15,incongruent,657.9022620799783,pol
13,15,incongruent,508.0531046965307,pol
14,15,incongruent,422.5707655959116,pol
15,15,incongruent,330.08369031689045,pol
16,15,congruent,611.3466566638249,pol
17,15,congruent,190.66286266955902,pol
18,15,congruent,611.9105851916017,pol
19,15,incongruent,296.2554902239799,pol
20,15,incongruent,472.27992311427704,pol
21,15,congruent,249.4171427969634,pol
22,15,congruent,258.5638528347945,pol
23,15,congruent,340.2592868367424,pol
24,15,incongruent,320.91301011906023,pol
25,15,incongruent,572.0400093792483,pol
26,15,congruent,363.427440109954,pol
27,15,congruent,236.34835372322362,pol
28,15,incongruent,378.09229756316734,pol
29,15,incongruent,394.3764703109556,pol
30,15,congruent,655.3159182529566,pol
31,15,incongruent,343.43467396234155,pol
32,15,incongruent,348.2778580127241,pol
33,15,congruent,360.3501553836185,pol
34,15,incongruent,486.83387636384344,pol
35,15,incongruent,300.3367864126111,pol
