participant,condition,rt,lang,sex
8,incongruent,273.3655231396106,pol,K
8,incongruent,464.20695532399327,pol,K
8,congruent,270.98320063385216,pol,K
8,incongruent,500.34786681258913,pol,K
8,incongruent,321.54981923634693,pol,K
8,congruent,279.18223971303996,pol,K
8,incongruent,253.78344391648068,pol,K
8,congruent,208.17192470455444,pol,K
8,incongruent,383.658469026783,pol,K
8,congruent,200.44003204016164,pol,K
8,incongruent,198.58693697367815,pol,K
8,congruent,668.9082994958576,pol,K
8,incongruent,422.60564082019,pol,K
8,congruent,295.64593509129907,pol,K
8,congruent,355.7392879270245,pol,K
8,congruent,251.50357400951043,pol,K
8,congruent,161.91135850920674,pol,K
8,incongruent,292.2443934401866,pol,K
8,congruent,563.3410527675609,pol,K
8,congruent,263.8276378948781,pol,K
8,congruent,338.0251259825619,pol,K
8,incongruent,517.3061053935551,pol,K
8,incongruent,533.6984259470655,pol,K
8,congruent,237.19313903563662,pol,K
8,incongruent,528.8780006293372,pol,K
8,incongruent,339.3074336115664,pol,K
8,incongruent,387.0966274881842,pol,K
8,congruent,450.07455415165094,pol,K
8,incongruent,570.1793220664164,pol,K
8,congruent,410.69681094108296,pol,K
8,incongruent,513.3130894607513,pol,K
8,congruent,645.187442430497,pol,K
8,congruent,484.5141224204902,pol,K
8,incongruent,371.56022773318205,pol,K
8,incongruent,307.9857409411782,pol,K
8,congruent,101.44817175140892,pol,K
8,incongruent,565.1319750225163,pol,K
8,incongruent,231.89849995209624,pol,K
8,congruent,336.8200208695166,pol,K
8,congruent,595.0101280608974,pol,K
8,incongruent,484.6956771580334,pol,K
8,incongruent,445.5120953388548,pol,K
8,congruent,297.48713258125684,pol,K
8,incongruent,362.24193252887625,pol,K
8,incongruent,635.9650126161578,pol,K
8,congruent,175.739828162113,pol,K
8,congruent,191.56779235254794,pol,K
8,incongruent,300.62898335943726,pol,K
8,congruent,270.194942559592,pol,K
8,incongruent,270.5478747681353,pol,K
8,incongruent,402.07811392586683,pol,K
8,incongruent,392.63593861835096,pol,K
8,incongruent,449.1798210174576,pol,K
8,incongruent,181.16528832645741,pol,K
8,congruent,306.8063058284047,pol,K
8,congruent,292.31806988971704,pol,K
8,incongruent,452.56096655672326,pol,K
8,incongruent,252.31302229602807,pol,K
8,congruent,252.0217027434736,pol,K
8,congruent,463.1772432561835,pol,K
8,incongruent,628.2293927846865,pol,K
8,congruent,197.81892153480726,pol,K
8,congruent,220.6854678113114,pol,K
8,congruent,292.2130970664482,pol,K
8,incongruent,339.86538523117576,pol,K
8,incongruent,529.2085034073738,pol,K
8,incongruent,617.3996375912493,pol,K
8,incongruent,551.4851716721798,pol,K
8,congruent,503.71644335060876,pol,K
8,congruent,548.0023398894884,pol,K
8,incongruent,343.8344747915808,pol,K
8,congruent,156.97632879175617,pol,K
8,congruent,466.45612936840945,pol,K
8,congruent,410.95260192381323,pol,K
8,congruent,208.9883221083846,pol,K
8,incongruent,754.258013701562,pol,K
8,incongruent,469.0263837640772,pol,K
8,congruent,185.13377304973775,pol,K
8,congruent,628.1924443506018,pol,K
8,congruent,235.08532315055535,pol,K
8,congruent,507.61818862281046,pol,K
8,congruent,247.00451551158815,pol,K
9,incongruent,279.5198723433577,pol,K
9,congruent,189.52145261367173,pol,K
9,congruent,407.91692527449095,pol,K
9,congruent,431.93948524830574,pol,K
9,congruent,276.4131713131641,pol,K
9,incongruent,268.05227136720123,pol,K
9,incongruent,259.4525947477429,pol,K
9,congruent,173.7678283066693,pol,K
9,incongruent,131.08086520533942,pol,K
9,incongruent,346.1080310773806,pol,K
9,congruent,185.7851032959469,pol,K
9,incongruent,203.19376683336543,pol,K
9,incongruent,902.3879178689967,pol,K
9,incongruent,249.73833610859674,pol,K
9,incongruent,341.6925879598019,pol,K
9,congruent,231.2113283776394,pol,K
9,congruent,581.5855041950616,pol,K
9,congruent,584.7964468977926,pol,K
9,congruent,382.03733618218473,pol,K
9,incongruent,461.3956584612837,pol,K
9,incongruent,599.358817727191,pol,K
9,congruent,341.8637369159851,pol,K
9,congruent,223.55105453563309,pol,K
9,incongruent,344.03525788246606,pol,K
9,incongruent,466.9201442171974,pol,K
9,incongruent,592.5076188279742,pol,K
9,incongruent,675.2791854588345,pol,K
9,congruent,529.1576012962403,pol,K
9,congruent,410.48932407323184,pol,K
9,congruent,607.9373642092694,pol,K
9,incongruent,393.8693970126738,pol,K
9,congruent,257.2033599353799,pol,K
9,incongruent,420.71182974110184,pol,K
9,congruent,379.2734927229728,pol,K
9,congruent,450.7964059702816,pol,K
9,congruent,216.54448076259217,pol,K
9,congruent,302.7184631837568,pol,K
9,incongruent,317.0351236024619,pol,K
9,congruent,378.82134032758165,pol,K
9,incongruent,520.6879188273577,pol,K
9,congruent,218.39651555712172,pol,K
9,incongruent,564.5463963354158,pol,K
9,congruent,401.095295166437,pol,K
9,incongruent,265.27831987194213,pol,K
9,incongruent,486.6609754090996,pol,K
9,congruent,260.83623630457816,pol,K
9,congruent,558.9325446135244,pol,K
9,congruent,402.1552949467827,pol,K
9,incongruent,274.116288754788,pol,K
9,congruent,199.09531477528253,pol,K
9,congruent,317.41333815312373,pol,K
9,incongruent,420.29436986256906,pol,K
9,incongruent,524.5844553059654,pol,K
9,congruent,126.82880400098101,pol,K
9,congruent,347.5555031102403,pol,K
9,incongruent,448.3142144894674,pol,K
9,congruent,316.978157682139,pol,K
9,congruent,397.18168590133297,pol,K
9,incongruent,504.7269121074851,pol,K
9,incongruent,360.3149879146319,pol,K
9,congruent,721.1090253381511,pol,K
9,incongruent,538.4824021342403,pol,K
9,congruent,187.74807695570155,pol,K
9,congruent,211.99250745452537,pol,K
9,congruent,285.07846661075087,pol,K
9,incongruent,376.5039514072404,pol,K
9,incongruent,416.21565986716786,pol,K
9,incongruent,290.61936415552816,pol,K
9,congruent,173.75439635739198,pol,K
9,congruent,147.52482357544778,pol,K
9,congruent,328.06716358023317,pol,K
9,incongruent,402.666108569987,pol,K
9,incongruent,447.70249163003996,pol,K
9,incongruent,371.3645641450049,pol,K
9,congruent,419.2749518217885,pol,K
9,incongruent,328.1153414001463,pol,K
9,incongruent,464.31487307720715,pol,K
9,congruent,347.686412132393,pol,K
9,congruent,673.374646467962,pol,K
9,incongruent,494.4919452732677,pol,K
9,incongruent,523.2460830506474,pol,K
9,incongruent,315.64531413449896,pol,K
9,incongruent,889.3601641290564,pol,K
9,incongruent,297.6647802999713,pol,K
9,congruent,269.9062560662851,pol,K
9,incongruent,318.3968325375939,pol,K
9,congruent,364.3608463298902,pol,K
9,incongruent,264.8823215395789,pol,K
9,congruent,241.46096683500775,pol,K
9,congruent,364.8157916767983,pol,K
9,congruent,204.88034892850283,pol,K
9,incongruent,272.6396367947404,pol,K
9,incongruent,286.8472242498248,pol,K
9,congruent,321.28964975992585,pol,K
9,congruent,451.4933222249615,pol,K
9,incongruent,576.0714954028135,pol,K
9,congruent,312.746452194412,pol,K
9,incongruent,549.7968825156547,pol,K
9,incongruent,279.3420695566506,pol,K
9,incongruent,363.199271523157,pol,K
10,congruent,842.92403331193,pol,M
10,congruent,797.8541213894357,pol,M
10,congruent,374.48636983183184,pol,M
10,incongruent,308.6244103566798,pol,M
10,congruent,159.35211722600866,pol,M
10,incongruent,353.5117678624195,pol,M
10,incongruent,309.2697069316406,pol,M
10,incongruent,305.3006790160827,pol,M
10,congruent,493.3911006157723,pol,M
10,incongruent,493.9409995346002,pol,M
10,congruent,386.862634291208,pol,M
10,congruent,298.9958833788039,pol,M
10,incongruent,542.0978067397896,pol,M
10,incongruent,551.7229122070842,pol,M
10,incongruent,348.8218620325382,pol,M
10,incongruent,276.9570014116633,pol,M
10,incongruent,474.6602986592202,pol,M
10,incongruent,506.2606767786199,pol,M
10,congruent,308.3985321857283,pol,M
10,incongruent,461.73788394568754,pol,M
10,congruent,589.7233693912408,pol,M
10,congruent,391.12269406372593,pol,M
10,incongruent,307.8816612328586,pol,M
10,congruent,154.16873385104105,pol,M
10,incongruent,826.087523042424,pol,M
10,incongruent,255.08947028160475,pol,M
10,congruent,214.0450883354051,pol,M
10,incongruent,385.1721871871841,pol,M
10,congruent,352.1926557448003,pol,M
10,incongruent,164.8567009685841,pol,M
10,incongruent,263.5725466093865,pol,M
10,incongruent,471.97893605632794,pol,M
10,congruent,716.8026132409932,pol,M
10,incongruent,890.0966303808971,pol,M
10,congruent,297.26741067651926,pol,M
10,congruent,551.4114365660093,pol,M
10,incongruent,552.1194601356258,pol,M
10,congruent,311.5600058708826,pol,M
10,congruent,256.1468139225787,pol,M
10,incongruent,317.2693441696649,pol,M
10,incongruent,360.6035114994324,pol,M
10,congruent,296.7497219372732,pol,M
10,congruent,324.03268524992797,pol,M
10,congruent,391.7802745373148,pol,M
10,incongruent,411.4438813135403,pol,M
10,congruent,475.47915932689614,pol,M
10,incongruent,474.76048348560334,pol,M
10,incongruent,819.9113183136135,pol,M
10,incongruent,243.88736190219169,pol,M
10,incongruent,410.17232894893374,pol,M
10,congruent,220.2739202838424,pol,M
10,congruent,377.2785294569753,pol,M
10,incongruent,364.2709356005425,pol,M
10,congruent,731.458012606787,pol,M
10,incongruent,284.4975252105253,pol,M
10,congruent,355.592101361418,pol,M
10,congruent,388.59519438041303,pol,M
10,incongruent,482.23888366903054,pol,M
10,congruent,463.38564076182183,pol,M
10,incongruent,321.2594944438399,pol,M
10,congruent,730.17755207904,pol,M
10,congruent,226.24060756067706,pol,M
10,congruent,663.2864249825466,pol,M
10,incongruent,605.6108220663345,pol,M
10,incongruent,287.67916840403115,pol,M
10,congruent,662.9304465600799,pol,M
10,incongruent,278.0830226660131,pol,M
10,incongruent,184.5723901979667,pol,M
10,congruent,512.1424464242982,pol,M
10,congruent,385.8050447789276,pol,M
10,congruent,251.3765939154967,pol,M
10,incongruent,353.04057805030055,pol,M
10,congruent,278.0910273918163,pol,M
10,incongruent,438.3392289476169,pol,M
10,congruent,427.7764700513384,pol,M
10,incongruent,346.1683976568743,pol,M
10,congruent,207.39365411298738,pol,M
10,incongruent,538.7386921332331,pol,M
10,congruent,154.5301731148913,pol,M
10,congruent,152.14362536798825,pol,M
10,congruent,261.7656348577212,pol,M
10,incongruent,179.26783776082587,pol,M
10,incongruent,322.6692790975868,pol,M
10,congruent,169.70445144585653,pol,M
10,incongruent,153.12302996718915,pol,M
10,congruent,310.8810796371313,pol,M
10,incongruent,658.2030903668599,pol,M
10,incongruent,1092.3293236011498,pol,M
10,congruent,326.48537810875115,pol,M
10,congruent,304.1806240692505,pol,M
10,congruent,294.9434794604493,pol,M
10,congruent,386.1694616918904,pol,M
10,congruent,176.61792786676796,pol,M
10,incongruent,384.28293203922897,pol,M
10,incongruent,503.6536916374214,pol,M
10,congruent,225.7692801721523,pol,M
10,incongruent,483.9944184087259,pol,M
10,incongruent,258.47076944460775,pol,M
10,congruent,548.9346897401,pol,M
10,incongruent,376.677775733821,pol,M
11,incongruent,365.2331130758688,pol,K
11,incongruent,324.60227851058164,pol,K
11,incongruent,377.0939966388865,pol,K
11,incongruent,416.1906718268052,pol,K
11,congruent,295.54943855762167,pol,K
11,incongruent,960.9517724343644,pol,K
11,incongruent,488.90108339836274,pol,K
11,incongruent,360.80865837414603,pol,K
11,incongruent,595.3292788394809,pol,K
11,congruent,176.14660238381276,pol,K
11,incongruent,419.9915237011785,pol,K
11,congruent,266.87536095309963,pol,K
11,congruent,276.3631997336628,pol,K
11,congruent,251.0535380143472,pol,K
11,congruent,671.7870594025436,pol,K
11,incongruent,394.5237735886766,pol,K
11,congruent,415.98985579782266,pol,K
11,congruent,1009.0357177150124,pol,K
11,incongruent,464.47521107084896,pol,K
11,congruent,383.5905813385493,pol,K
11,congruent,305.51432461057294,pol,K
11,incongruent,269.6057758893083,pol,K
11,congruent,522.679288335142,pol,K
11,congruent,202.86885111762405,pol,K
11,incongruent,277.2681591801182,pol,K
11,congruent,224.3387762091027,pol,K
11,incongruent,376.19606908797044,pol,K
11,incongruent,505.7832695563559,pol,K
11,congruent,387.0229746912963,pol,K
11,congruent,275.25157619203304,pol,K
11,congruent,220.8700255119509,pol,K
11,incongruent,294.76889249376507,pol,K
11,incongruent,136.31453016325207,pol,K
11,incongruent,447.9509667351962,pol,K
11,congruent,246.9581495788586,pol,K
11,congruent,425.2105842839833,pol,K
11,congruent,207.01811175070878,pol,K
11,congruent,601.1789871159557,pol,K
11,congruent,274.8221526980911,pol,K
11,congruent,196.9041731012767,pol,K
11,congruent,610.4926393206723,pol,K
11,congruent,542.4738657955802,pol,K
11,congruent,407.68253099709455,pol,K
11,congruent,348.07134137252854,pol,K
11,congruent,648.7468217931948,pol,K
11,congruent,186.97879106632587,pol,K
11,congruent,338.95865207285397,pol,K
11,incongruent,152.05123611883715,pol,K
11,congruent,442.9909557417252,pol,K
11,incongruent,419.2423320764835,pol,K
11,incongruent,652.6599027333875,pol,K
11,congruent,509.4895730315107,pol,K
11,congruent,369.6011733607455,pol,K
11,incongruent,421.6087902985536,pol,K
11,incongruent,411.55500079227875,pol,K
11,incongruent,370.6717530301981,pol,K
11,incongruent,437.3143427098163,pol,K
11,congruent,331.01548346726236,pol,K
11,incongruent,357.2067000224903,pol,K
11,incongruent,557.0154408051797,pol,K
11,incongruent,281.27188806125247,pol,K
11,incongruent,381.9772090593126,pol,K
11,incongruent,509.86747181292117,pol,K
11,congruent,349.0938573462622,pol,K
11,incongruent,483.6200547988717,pol,K
11,incongruent,323.2772891966224,pol,K
11,congruent,161.94414201956062,pol,K
11,congruent,893.4588141463195,pol,K
11,incongruent,375.7439310813792,pol,K
11,congruent,261.8069453751124,pol,K
11,incongruent,619.3938593843802,pol,K
11,incongruent,546.923812296284,pol,K
11,incongruent,362.95326759568724,pol,K
11,incongruent,239.07758385891242,pol,K
11,congruent,471.0948940913296,pol,K
11,congruent,601.287738263849,pol,K
11,incongruent,374.9816487499991,pol,K
11,incongruent,451.98085685897877,pol,K
11,incongruent,337.8805480054327,pol,K
11,incongruent,387.4038236749651,pol,K
11,incongruent,127.41650797480465,pol,K
11,congruent,277.4998327287087,pol,K
11,congruent,140.70704467096462,pol,K
11,incongruent,613.7566597787031,pol,K
11,incongruent,506.02222493092387,pol,K
11,incongruent,311.7582912477435,pol,K
11,incongruent,405.3780353759271,pol,K
11,congruent,339.1193123368608,pol,K
11,congruent,351.306996273452,pol,K
11,congruent,192.74507971366629,pol,K
11,congruent,370.84558584109254,pol,K
11,incongruent,223.3024104460481,pol,K
11,congruent,256.54377717964195,pol,K
11,congruent,350.10504868957514,pol,K
11,incongruent,376.96453135087063,pol,K
11,congruent,248.08889563406348,pol,K
11,congruent,981.8122714963613,pol,K
11,congruent,361.6196055251081,pol,K
11,incongruent,397.1984581934731,pol,K
11,incongruent,447.2837977402535,pol,K
12,congruent,403.16434002496976,pol,K
12,congruent,264.21790994055254,pol,K
12,congruent,265.6121248865841,pol,K
12,congruent,368.64735100304574,pol,K
12,congruent,214.7441214986046,pol,K
12,congruent,436.2530110866486,pol,K
12,congruent,510.30195830550105,pol,K
12,congruent,211.8118382723096,pol,K
12,incongruent,499.23968173368087,pol,K
12,congruent,255.05418733134564,pol,K
12,incongruent,298.2205383881602,pol,K
12,incongruent,586.0266089886982,pol,K
12,incongruent,611.3835988423089,pol,K
12,congruent,140.9149621009633,pol,K
12,congruent,266.4406829157442,pol,K
12,incongruent,507.1947407298146,pol,K
12,incongruent,525.6179588221223,pol,K
12,incongruent,544.0187747973484,pol,K
12,incongruent,622.0795467651149,pol,K
12,incongruent,514.6136430849882,pol,K
12,incongruent,361.23071811976587,pol,K
12,incongruent,452.15814570502016,pol,K
12,incongruent,326.4600331242134,pol,K
12,congruent,594.200863819392,pol,K
12,congruent,258.5094669141186,pol,K
12,congruent,255.71602063901452,pol,K
12,congruent,218.5631818851252,pol,K
12,congruent,637.3015674940764,pol,K
12,incongruent,541.7378047296984,pol,K
12,incongruent,306.85206844948596,pol,K
12,congruent,203.78021702595524,pol,K
12,congruent,322.39632475855916,pol,K
12,congruent,334.89381041043947,pol,K
12,congruent,399.3141073200504,pol,K
12,congruent,322.92403210786085,pol,K
12,congruent,212.77360376794346,pol,K
12,incongruent,311.1912545561301,pol,K
12,congruent,300.19406821129223,pol,K
12,congruent,399.03413204467233,pol,K
12,incongruent,337.24098999621725,pol,K
12,incongruent,472.13305920170865,pol,K
12,incongruent,410.70901029957076,pol,K
12,congruent,284.19574575375947,pol,K
12,incongruent,201.02247968067132,pol,K
12,incongruent,247.7532113811886,pol,K
12,congruent,310.80718305623554,pol,K
12,congruent,196.86114217810695,pol,K
12,incongruent,410.4538346623757,pol,K
12,incongruent,710.2584195810128,pol,K
12,incongruent,307.88841129706634,pol,K
12,congruent,235.00656848443376,pol,K
12,incongruent,310.0347035225476,pol,K
12,incongruent,347.2367018224769,pol,K
12,congruent,262.19836291001195,pol,K
12,incongruent,347.33033616105104,pol,K
12,incongruent,265.4523211859881,pol,K
12,congruent,563.1789297663411,pol,K
12,congruent,243.95265226242648,pol,K
12,congruent,247.61934810063497,pol,K
12,incongruent,206.96889665267395,pol,K
12,congruent,273.42008013862505,pol,K
12,incongruent,287.2917084221856,pol,K
12,congruent,240.5246254553782,pol,K
12,congruent,701.3228324764589,pol,K
12,incongruent,598.9256165895117,pol,K
12,congruent,187.3453213426136,pol,K
12,incongruent,171.77064073046853,pol,K
12,congruent,161.23217321631927,pol,K
12,incongruent,377.79384747491827,pol,K
12,incongruent,282.1228267104347,pol,K
12,congruent,541.3188823931596,pol,K
12,congruent,322.9915495474388,pol,K
12,incongruent,194.24467246805537,pol,K
12,incongruent,456.992946053893,pol,K
12,congruent,370.5692953512381,pol,K
12,congruent,223.83661382516186,pol,K
12,congruent,235.83830150878245,pol,K
12,incongruent,503.40079013693565,pol,K
12,incongruent,498.4948308159694,pol,K
12,incongruent,341.88570743409207,pol,K
12,congruent,367.2888028491291,pol,K
12,incongruent,404.1406742685668,pol,K
12,congruent,330.2086258363309,pol,K
12,incongruent,205.62038371580348,pol,K
12,incongruent,390.5763701258806,pol,K
12,incongruent,167.2355902170189,pol,K
12,congruent,302.34594516952643,pol,K
12,incongruent,220.86985527682964,pol,K
12,incongruent,824.3600085033838,pol,K
12,congruent,368.43568609700276,pol,K
12,incongruent,548.6043623362601,pol,K
12,incongruent,463.96798586392856,pol,K
12,congruent,289.4505690630164,pol,K
12,congruent,228.84082210330277,pol,K
12,congruent,339.8714633260172,pol,K
12,incongruent,382.9627659751475,pol,K
12,incongruent,230.3001803452005,pol,K
12,congruent,904.1625177460771,pol,K
12,incongruent,252.7629841344569,pol,K
12,incongruent,697.3582251459161,pol,K
13,incongruent,270.8184018457502,pol,M
13,congruent,234.34608952703158,pol,M
13,incongruent,476.575547448111,pol,M
13,incongruent,278.3052430473411,pol,M
13,incongruent,281.6832132937716,pol,M
13,incongruent,332.37233050013674,pol,M
13,congruent,177.98662497435484,pol,M
13,congruent,523.6392933805344,pol,M
13,congruent,231.95312698192663,pol,M
13,congruent,293.3860512360203,pol,M
13,congruent,228.91897923041898,pol,M
13,congruent,320.63804065906197,pol,M
13,incongruent,354.1741062617671,pol,M
13,incongruent,407.90623178151566,pol,M
13,congruent,285.57586062328727,pol,M
13,incongruent,197.518808794678,pol,M
13,congruent,210.75877346150781,pol,M
13,congruent,195.63219478959294,pol,M
13,congruent,365.0999045805869,pol,M
13,congruent,392.5254281261165,pol,M
13,incongruent,621.7045695886243,pol,M
13,incongruent,701.0421350937602,pol,M
13,incongruent,658.0755579667272,pol,M
13,congruent,376.13615456424327,pol,M
13,congruent,245.02484891102085,pol,M
13,congruent,236.4216531935575,pol,M
13,incongruent,522.000360453993,pol,M
13,incongruent,950.6281771312966,pol,M
13,congruent,622.0442539185931,pol,M
13,congruent,383.2809449800235,pol,M
13,incongruent,454.36307484450816,pol,M
13,incongruent,844.2997289365693,pol,M
13,congruent,319.81348265879893,pol,M
13,incongruent,280.5348986786852,pol,M
13,congruent,242.16698018216633,pol,M
13,congruent,416.9870871547224,pol,M
13,congruent,338.3915176553087,pol,M
13,congruent,263.0728340987257,pol,M
13,incongruent,241.83165732115393,pol,M
13,congruent,293.0871714784581,pol,M
13,congruent,253.7795651936737,pol,M
13,congruent,417.53069703770535,pol,M
13,congruent,221.40676980969775,pol,M
13,incongruent,614.6389809654753,pol,M
13,incongruent,258.64130689968,pol,M
13,incongruent,566.9217066470637,pol,M
13,congruent,547.0427619712075,pol,M
13,congruent,430.87463345791946,pol,M
13,incongruent,667.4811672001375,pol,M
13,congruent,209.51911250618596,pol,M
13,incongruent,287.45955624158364,pol,M
13,incongruent,960.481811084405,pol,M
13,congruent,261.27858295087844,pol,M
13,congruent,622.3841470791797,pol,M
13,incongruent,321.181673661495,pol,M
13,incongruent,346.51605563641454,pol,M
13,congruent,202.37158803618277,pol,M
13,congruent,525.5043235481846,pol,M
13,congruent,673.2379258350962,pol,M
13,congruent,311.43756423233276,pol,M
13,incongruent,385.77115718997663,pol,M
13,incongruent,330.4470464635645,pol,M
13,congruent,266.5061913495358,pol,M
13,incongruent,418.04966702805234,pol,M
13,incongruent,280.85224995378786,pol,M
13,congruent,258.0874002095567,pol,M
13,congruent,474.3065902296353,pol,M
13,congruent,297.9244839760386,pol,M
13,incongruent,310.61564761283466,pol,M
13,incongruent,435.939515114377,pol,M
13,congruent,868.7120261625681,pol,M
13,incongruent,243.71324958269196,pol,M
13,incongruent,296.4185433947481,pol,M
13,incongruent,281.94737554759035,pol,M
13,congruent,253.23957290737616,pol,M
13,incongruent,710.470754289924,pol,M
13,incongruent,241.20070690983152,pol,M
13,congruent,443.3360363329051,pol,M
13,congruent,368.86616795657903,pol,M
13,incongruent,267.7533804389909,pol,M
13,incongruent,575.0930175230081,pol,M
13,incongruent,469.8668251129426,pol,M
13,incongruent,590.7631964467901,pol,M
13,incongruent,474.0555960463,pol,M
13,congruent,312.9321116393856,pol,M
13,incongruent,286.571142456442,pol,M
13,incongruent,525.6219279987049,pol,M
13,incongruent,420.07769365842967,pol,M
13,incongruent,231.4090336054708,pol,M
13,congruent,253.5714714296368,pol,M
13,incongruent,769.4539812643159,pol,M
13,congruent,272.1722228100375,pol,M
13,congruent,405.7586148362493,pol,M
13,incongruent,304.03844742308144,pol,M
13,congruent,470.2574173052772,pol,M
13,incongruent,299.5778251870164,pol,M
13,congruent,407.9088639000553,pol,M
13,incongruent,344.60917175126684,pol,M
13,congruent,357.66747114091703,pol,M
13,incongruent,454.0021935862344,pol,M
14,congruent,268.8458801543342,pol,M
14,congruent,413.9635784067499,pol,M
14,congruent,218.62972796406376,pol,M
14,incongruent,390.248242197746,pol,M
14,congruent,413.98621862012385,pol,M
14,congruent,453.9504685081721,pol,M
14,incongruent,311.1946902887798,pol,M
14,congruent,394.9822082242771,pol,M
14,congruent,469.7007429354326,pol,M
14,incongruent,426.3796306588057,pol,M
14,congruent,630.4666809751751,pol,M
14,incongruent,263.1626351140343,pol,M
14,congruent,276.6992426495052,pol,M
14,incongruent,494.07679878022714,pol,M
14,incongruent,209.1051597214104,pol,M
14,congruent,363.21739214774595,pol,M
14,congruent,134.4027314678225,pol,M
14,congruent,614.6159967221064,pol,M
14,congruent,372.5892512230161,pol,M
14,incongruent,360.26774905085983,pol,M
14,incongruent,348.70278894266795,pol,M
14,incongruent,336.25959324157077,pol,M
14,incongruent,375.93839417896237,pol,M
14,incongruent,824.3948731212054,pol,M
14,incongruent,579.3894607911229,pol,M
14,congruent,112.17049371781684,pol,M
14,incongruent,321.25045139910264,pol,M
14,incongruent,285.0343669029424,pol,M
14,incongruent,364.0801585703389,pol,M
14,incongruent,446.6220273228971,pol,M
14,incongruent,573.4551176051698,pol,M
14,incongruent,280.03917786125277,pol,M
14,congruent,188.0276889605576,pol,M
14,incongruent,402.49866130253434,pol,M
14,incongruent,447.8724060585936,pol,M
14,congruent,209.2314766885835,pol,M
14,incongruent,461.6045604519525,pol,M
14,congruent,343.3236943682549,pol,M
14,incongruent,352.8052041623369,pol,M
14,congruent,166.50299339596864,pol,M
14,congruent,165.7214318776818,pol,M
14,incongruent,638.0970678038483,pol,M
14,congruent,317.6259266016926,pol,M
14,incongruent,309.9716267654546,pol,M
14,congruent,228.27640155020802,pol,M
14,incongruent,533.5596210587504,pol,M
14,incongruent,287.9225168545252,pol,M
14,incongruent,277.72606690920946,pol,M
14,congruent,357.11507003578413,pol,M
14,congruent,236.36028122868447,pol,M
14,congruent,191.0658056079227,pol,M
14,congruent,244.73935309183523,pol,M
14,incongruent,264.2535901441558,pol,M
14,incongruent,583.8462354516749,pol,M
14,incongruent,415.8309289642798,pol,M
14,incongruent,348.0943811281304,pol,M
14,incongruent,222.42589432839756,pol,M
14,incongruent,205.2604875192445,pol,M
14,congruent,713.2985769712477,pol,M
14,congruent,171.40011521112416,pol,M
14,incongruent,318.68077819952026,pol,M
14,incongruent,502.7046574347496,pol,M
14,incongruent,454.2497243364824,pol,M
14,congruent,214.69848869768225,pol,M
14,congruent,388.6213323411239,pol,M
14,congruent,354.1356893476921,pol,M
14,incongruent,286.2337677195454,pol,M
14,incongruent,192.51295265744574,pol,M
14,incongruent,408.2978089325075,pol,M
14,congruent,325.75980995383804,pol,M
14,incongruent,410.7897541175433,pol,M
14,incongruent,330.9431108767134,pol,M
14,congruent,624.7760827539505,pol,M
14,congruent,289.48947861352804,pol,M
14,congruent,279.2977326766453,pol,M
14,congruent,178.46416359677568,pol,M
14,congruent,230.90782573281936,pol,M
14,incongruent,349.4820341477036,pol,M
14,incongruent,485.5687511196187,pol,M
14,congruent,526.2970921264421,pol,M
14,congruent,165.15135638316295,pol,M
14,congruent,263.2489824719108,pol,M
14,incongruent,350.2531715616716,pol,M
14,congruent,308.1653222583071,pol,M
14,congruent,308.60573487218363,pol,M
14,incongruent,205.00932253568584,pol,M
14,incongruent,341.98587676553825,pol,M
14,incongruent,383.8456047148195,pol,M
14,congruent,751.973804397873,pol,M
14,congruent,299.4605432587226,pol,M
14,congruent,323.18362174146034,pol,M
14,congruent,185.8497350102679,pol,M
14,incongruent,507.51449573073904,pol,M
14,incongruent,458.6806366840368,pol,M
14,congruent,413.54772381252803,pol,M
14,congruent,386.6639312024789,pol,M
14,congruent,321.93027762115315,pol,M
14,congruent,271.60632495493184,pol,M
14,congruent,254.3904815904217,pol,M
14,incongruent,444.05896061080796,pol,M
15,congruent,225.36884261061954,pol,M
15,incongruent,399.13959065844347,pol,M
15,congruent,47.356083711588106,pol,M
15,congruent,333.973113139734,pol,M
15,incongruent,456.41337586823073,pol,M
15,congruent,133.7521958551873,pol,M
15,incongruent,464.9273897017157,pol,M
15,incongruent,374.5501479864809,pol,M
15,incongruent,799.9011717455637,pol,M
15,congruent,642.0807514928827,pol,M
15,incongruent,393.0367654039603,pol,M
15,congruent,661.2838262308436,pol,M
15,incongruent,657.6181620755149,pol,M
15,congruent,239.7821510968799,pol,M
15,congruent,432.2760693728812,pol,M
15,congruent,426.291045730398,pol,M
15,incongruent,15.939560650327188,pol,M
15,incongruent,485.38041502475846,pol,M
15,incongruent,471.19616402989766,pol,M
15,incongruent,582.7653171728834,pol,M
15,incongruent,408.19226042376255,pol,M
15,incongruent,219.76703959399353,pol,M
15,congruent,261.8643462015902,pol,M
15,incongruent,279.61667678861494,pol,M
15,congruent,285.0364015729198,pol,M
15,incongruent,534.9972441575524,pol,M
15,incongruent,416.1216182091577,pol,M
15,incongruent,321.27677953894914,pol,M
15,congruent,167.72783904789065,pol,M
15,incongruent,432.1605220445372,pol,M
15,congruent,260.73644634347585,pol,M
15,incongruent,266.6600769055931,pol,M
15,incongruent,374.5139697867581,pol,M
15,incongruent,708.3031498265543,pol,M
15,incongruent,826.5231829251802,pol,M
15,congruent,441.38540442858755,pol,M
15,incongruent,235.58667005245076,pol,M
