,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,MID,u_warm,u_gn,u_sincere,u_friendly,u_wi,u_trustworthy,u_competent,u_confident,u_intel,u_capable,u_efficient,u_skillful,uval,t_warm,t_gn,t_sincere,t_friendly,t_wi,t_trustworthy,t_competent,t_confident,t_intel,t_capable,t_efficient,t_skillful,tval,Q29,age,gender
91,R_1QUGxkdg2lOMF4p,Default Response Set,Anonymous,,,removed,0,2014-08-04 13:41:21,2014-08-04 13:45:00,1.0,removed,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,6.0,1.0,27.0,1.0
92,R_4Gx3LoKp4FWsSpL,Default Response Set,Anonymous,,,removed,0,2014-08-04 13:41:31,2014-08-04 13:48:24,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,7.0,1.0,22.0,1.0
93,R_0BZwthpuhwGG5r7,Default Response Set,Anonymous,,,removed,0,2014-08-04 13:55:09,2014-08-04 13:56:45,1.0,removed,,,,,,,,,,,,,,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,29.0,2.0
94,R_3L7B4EhWUOi7Fg9,Default Response Set,Anonymous,,,removed,0,2014-08-04 14:05:14,2014-08-04 14:10:10,1.0,removed,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,6.0,,,,,,,,,,,,,,1.0,19.0,2.0
95,R_ezkxUNxUAt2QuMZ,Default Response Set,Anonymous,,,removed,0,2014-08-04 14:05:25,2014-08-04 14:07:53,1.0,removed,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,1.0,26.0,2.0
96,R_7NA9X1uo4TZXOCx,Default Response Set,Anonymous,,,removed,0,2014-08-04 14:17:25,2014-08-04 14:31:03,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,7.0,1.0,65.0,2.0
97,R_3e2kLZssBC0TIA5,Default Response Set,Anonymous,,,removed,0,2014-08-04 14:17:48,2014-08-04 14:23:01,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,1.0,49.0,2.0
98,R_5sufUZaSMy9btfD,Default Response Set,Anonymous,,,removed,0,2014-08-04 14:26:02,2014-08-04 14:29:15,1.0,removed,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,6.0,,,,,,,,,,,,,,1.0,18.0,1.0
99,R_8qdUS8hz6x2TsPz,Default Response Set,Anonymous,,,removed,0,2014-08-04 14:37:21,2014-08-04 14:49:15,0.0,removed,,,,,,,,,,,,,,2.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,26.0,1.0
100,R_5jd1fDtiVjsJ1kx,Default Response Set,Anonymous,,,removed,0,2014-08-04 14:38:44,2014-08-04 14:50:38,1.0,removed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,,,,,,,,,,,,,1.0,47.0,1.0
101,R_02N6sDa1OVkOsWF,Default Response Set,Anonymous,,,removed,0,2014-08-04 15:10:13,2014-08-04 15:15:01,1.0,removed,,,,,,,,,,,,,,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,25.0,1.0
102,R_2uibwUCApPBvkb3,Default Response Set,Anonymous,,,removed,0,2014-08-04 15:14:52,2014-08-04 15:20:17,0.0,removed,2.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,1.0,41.0,1.0
103,R_3eHRYmDUT8kbW2F,Default Response Set,Anonymous,,,removed,0,2014-08-04 15:34:40,2014-08-04 15:37:59,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0,21.0,1.0
104,R_6Yb3prIgnJhuQ0B,Default Response Set,Anonymous,,,removed,0,2014-08-04 15:44:06,2014-08-04 15:48:39,1.0,removed,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,1.0,20.0,1.0
105,R_9tsr66aztYEY7dj,Default Response Set,Anonymous,,,removed,0,2014-08-04 15:59:21,2014-08-04 16:04:16,1.0,removed,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,,,,,,,,,,,,,,1.0,44.0,1.0
106,R_0PSEjwfkerOVkuF,Default Response Set,Anonymous,,,removed,0,2014-08-04 16:14:28,2014-08-04 16:22:30,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,1.0,37.0,2.0
107,R_0xHeP2F7WmNoBW5,Default Response Set,Anonymous,,,removed,0,2014-08-04 16:28:16,2014-08-04 16:38:20,1.0,removed,,,,,,,,,,,,,,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,7.0,1.0,30.0,2.0
108,R_6E8YUZ0w7OwZMMZ,Default Response Set,Anonymous,,,removed,0,2014-08-04 16:50:32,2014-08-04 16:55:36,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,1.0,36.0,1.0
109,R_elGu3W61pQj88st,Default Response Set,Anonymous,,,removed,0,2014-08-04 17:03:52,2014-08-04 17:09:09,1.0,removed,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,,,,,,,,,,,,,,1.0,31.0,2.0
110,R_3Xlvc8NieWueTf7,Default Response Set,Anonymous,,,removed,0,2014-08-04 17:05:37,2014-08-04 17:14:49,1.0,removed,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,45.0,2.0
111,R_0oKzgLbRVI1jAVv,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:03:58,2014-08-04 18:10:00,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,55.0,1.0
112,R_8BRWXZgWFomJxLn,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:20:21,2014-08-04 18:24:00,1.0,removed,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,1.0,19.0,2.0
113,R_cZ3TabvFHnUuCYB,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:21:48,2014-08-04 18:29:00,1.0,removed,,,,,,,,,,,,,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,6.0,1.0,32.0,1.0
114,R_1SLTnFcT8ucAsmh,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:31:30,2014-08-04 18:45:00,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1.0,53.0,2.0
115,R_3pF3td5353k8Cy1,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:37:00,2014-08-04 18:44:29,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,1.0,38.0,2.0
116,R_cG7uxcnlcQTV4z3,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:39:16,2014-08-04 18:44:00,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,,,,,,,,,,,,,,1.0,32.0,1.0
117,R_0k1gf7HutqACRCt,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:39:36,2014-08-04 18:43:21,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,43.0,2.0
118,R_0lFUYjcynFRB2Tj,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:42:07,2014-08-04 18:45:17,1.0,removed,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,,,,,,,,,,,,,,1.0,22.0,1.0
119,R_d56ktxKHrPPu6B7,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:46:55,2014-08-04 18:50:09,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,7.0,1.0,39.0,2.0
120,R_5i120n6axm99InH,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:48:40,2014-08-04 18:53:09,1.0,removed,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,6.0,,,,,,,,,,,,,,1.0,38.0,2.0
121,R_71YJIVvgIruoCEJ,Default Response Set,Anonymous,,,removed,0,2014-08-04 18:53:38,2014-08-04 19:03:44,1.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,35.0,1.0
122,R_ablcWxT7erPN3Zr,Default Response Set,Anonymous,,,removed,0,2014-08-04 19:20:38,2014-08-04 19:23:42,0.0,removed,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,7.0,,,,,,,,,,,,,,1.0,25.0,2.0
123,R_a8LtJix62yy08E5,Default Response Set,Anonymous,,,removed,0,2014-08-04 19:23:02,2014-08-04 19:26:02,1.0,removed,,,,,,,,,,,,,,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,6.0,1.0,19.0,1.0
124,R_4Z3ZZigjfADrTNz,Default Response Set,Anonymous,,,removed,0,2014-08-04 19:23:47,2014-08-04 19:27:59,1.0,removed,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,7.0,,,,,,,,,,,,,,1.0,40.0,1.0
125,R_8HRGDrW7jSpcP2Z,Default Response Set,Anonymous,,,removed,0,2014-08-04 19:27:52,2014-08-04 19:33:44,1.0,removed,,,,,,,,,,,,,,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,1.0,22.0,2.0
126,R_0jmr9LrcXNXhtRz,Default Response Set,Anonymous,,,removed,0,2014-08-04 19:33:36,2014-08-04 19:53:07,1.0,removed,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,6.0,,,,,,,,,,,,,,1.0,33.0,1.0
127,R_cNDqKWLe2GReewt,Default Response Set,Anonymous,,,removed,0,2014-08-04 19:48:55,2014-08-04 19:57:48,1.0,removed,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,,,,,,,,,,,,,,1.0,50.0,2.0
128,R_77GesjAr65buq2N,Default Response Set,Anonymous,,,removed,0,2014-08-04 19:52:30,2014-08-04 19:57:02,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,6.0,1.0,33.0,2.0
129,R_0SZvU3Wtx4hRaPb,Default Response Set,Anonymous,,,removed,0,2014-08-04 19:53:05,2014-08-04 20:00:36,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,7.0,1.0,50.0,1.0
130,R_ablFVyFJLjzVZsN,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:15:38,2014-08-04 20:19:35,1.0,removed,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,1.0,23.0,2.0
131,R_bBoIGIxjRLB0gAd,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:15:46,2014-08-04 20:23:16,1.0,removed,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,,,,,,,,,,,,,1.0,49.0,1.0
132,R_3xXEsmtMrOAN4Rn,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:26:47,2014-08-04 20:31:23,1.0,removed,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,1.0,30.0,1.0
133,R_0kNEm4BgyDt5erH,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:28:02,2014-08-04 20:33:09,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,7.0,1.0,27.0,2.0
134,R_aYw0xfHGtyDJlMV,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:29:20,2014-08-04 20:31:27,1.0,removed,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,6.0,,,,,,,,,,,,,,1.0,22.0,2.0
135,R_bkC2QaM7NZIlFhX,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:34:56,2014-08-04 20:37:27,1.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,22.0,1.0
136,R_9YUbRNh0ll58C7X,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:41:15,2014-08-04 20:44:48,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,1.0,34.0,2.0
137,R_agFP4bBFQRRJg0J,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:45:16,2014-08-04 20:50:18,1.0,removed,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,6.0,1.0,29.0,1.0
138,R_2a6pQFwgHD9D5sx,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:49:08,2014-08-04 21:01:41,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,7.0,1.0,51.0,2.0
139,R_cRXgefknL3eCDBj,Default Response Set,Anonymous,,,removed,0,2014-08-04 20:52:02,2014-08-04 20:56:47,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,1.0,36.0,2.0
140,R_cvDq5ihDKDPhZPv,Default Response Set,Anonymous,,,removed,0,2014-08-04 21:09:24,2014-08-04 21:14:29,0.0,removed,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,,,,,,,,,,,,,,1.0,49.0,2.0
141,R_555vLJHOix8YEaF,Default Response Set,Anonymous,,,removed,0,2014-08-04 21:22:08,2014-08-04 21:22:57,1.0,removed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,1.0,28.0,1.0
142,R_09dBknnSOzQ2gHX,Default Response Set,Anonymous,,,removed,0,2014-08-04 21:23:41,2014-08-04 21:28:31,1.0,removed,,,,,,,,,,,,,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,6.0,1.0,42.0,1.0
143,R_9EMvcOH51A4Rftr,Default Response Set,Anonymous,,,removed,0,2014-08-04 22:12:36,2014-08-04 22:17:04,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,7.0,1.0,32.0,1.0
144,R_6JqIvA8K7cpspk9,Default Response Set,Anonymous,,,removed,0,2014-08-04 22:18:49,2014-08-04 22:23:03,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,,,,,,,,,,,,,,1.0,47.0,2.0
145,R_81dCTrZW9SnJc69,Default Response Set,Anonymous,,,removed,0,2014-08-04 22:26:50,2014-08-04 22:33:19,1.0,removed,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,6.0,,,,,,,,,,,,,,1.0,38.0,1.0
146,R_egPrggE92MRt5Mp,Default Response Set,Anonymous,,,removed,0,2014-08-04 22:31:31,2014-08-04 22:39:49,1.0,removed,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,1.0,45.0,1.0
147,R_80rTflRp8deIqTr,Default Response Set,Anonymous,,,removed,0,2014-08-04 22:32:14,2014-08-04 22:39:08,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,27.0,1.0
148,R_da5dKzp0UnKNcLH,Default Response Set,Anonymous,,,removed,0,2014-08-04 22:39:35,2014-08-04 22:48:12,1.0,removed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,,,,,,,,,,,,,1.0,66.0,2.0
149,R_eF059arkfOhkssd,Default Response Set,Anonymous,,,removed,0,2014-08-04 22:48:46,2014-08-04 22:57:16,1.0,removed,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,1.0,43.0,1.0
150,R_bJeIGgsizh95KXH,Default Response Set,Anonymous,,,removed,0,2014-08-04 22:51:06,2014-08-04 23:02:20,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,44.0,1.0
151,R_bO3oDTNIZAorgzj,Default Response Set,Anonymous,,,removed,0,2014-08-04 23:02:55,2014-08-04 23:14:06,1.0,removed,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,,,,,,,,,,,,,,1.0,24.0,2.0
152,R_6Au8SK42RrIuaup,Default Response Set,Anonymous,,,removed,0,2014-08-04 23:10:13,2014-08-04 23:12:08,1.0,removed,,,,,,,,,,,,,,3.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,20.0,1.0
153,R_b7sIoWLvq4Uq7c1,Default Response Set,Anonymous,,,removed,0,2014-08-04 23:23:50,2014-08-04 23:29:36,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,6.0,1.0,19.0,2.0
154,R_9vsjaxFJ3tkYmZn,Default Response Set,Anonymous,,,removed,0,2014-08-04 23:29:52,2014-08-04 23:36:12,1.0,removed,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,1.0,32.0,1.0
155,R_b17KmML3FDY0WQl,Default Response Set,Anonymous,,,removed,0,2014-08-04 23:52:39,2014-08-04 23:58:48,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,7.0,1.0,26.0,1.0
156,R_bPhSnesApd1f6Rf,Default Response Set,Anonymous,,,removed,0,2014-08-04 23:53:55,2014-08-05 00:04:54,1.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,58.0,2.0
157,R_6W4Xl3giNV2k8ip,Default Response Set,Anonymous,,,removed,0,2014-08-04 23:57:38,2014-08-05 00:01:45,1.0,removed,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,1.0,27.0,2.0
158,R_2rdhcHh23EHZYMt,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:03:03,2014-08-05 00:06:34,1.0,removed,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,,,,,,,,,,,,,,1.0,22.0,1.0
159,R_08roI5X5Y4Wj6JL,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:21:30,2014-08-05 00:27:43,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,20.0,1.0
160,R_1G61HFy14qOFKmh,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:35:18,2014-08-05 00:39:59,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,,,,,,,,,,,,,1.0,26.0,2.0
161,R_eRrQRqCQcEHTjAV,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:38:01,2014-08-05 00:43:51,1.0,removed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,,,,,,,,,,,,,1.0,20.0,2.0
162,R_3wavcTzoNdsgVmt,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:39:06,2014-08-05 00:46:57,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,6.0,1.0,21.0,1.0
163,R_eKZANBcVEGMMjBP,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:41:23,2014-08-05 00:48:01,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,1.0,56.0,2.0
164,R_6g4ODp5u3Vpo4fj,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:43:27,2014-08-05 00:50:02,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,20.0,1.0
165,R_8pudzoP3exfjL9j,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:46:18,2014-08-05 00:55:47,1.0,removed,,,,,,,,,,,,,,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,1.0,29.0,1.0
166,R_1G1zQRlFxvPoyXj,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:47:45,2014-08-05 00:54:27,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,21.0,1.0
167,R_a5eqlG3XURZIrD7,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:48:55,2014-08-05 00:53:29,1.0,removed,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,,,,,,,,,,,,,,1.0,32.0,1.0
168,R_805nx199WWLHs5T,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:49:21,2014-08-05 00:53:30,1.0,removed,,,,,,,,,,,,,,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,6.0,1.0,32.0,2.0
169,R_0ICFZcqJ8xFJgih,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:49:44,2014-08-05 00:53:07,1.0,removed,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,7.0,,,,,,,,,,,,,,1.0,27.0,2.0
170,R_9SJC7ZzJUxqhSbX,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:50:12,2014-08-05 00:54:58,1.0,removed,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,1.0,34.0,1.0
171,R_3mcUtMSEgbXWw4Z,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:50:37,2014-08-05 00:55:14,1.0,removed,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,6.0,,,,,,,,,,,,,,1.0,20.0,1.0
172,R_eJrbSMXMcRMeNXT,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:51:12,2014-08-05 00:56:22,1.0,removed,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,22.0,1.0
173,R_eJ2jxEV1BgDMZmZ,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:54:23,2014-08-05 00:59:13,1.0,removed,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,22.0,1.0
174,R_bf7IAnFAixdvR0F,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:54:29,2014-08-05 00:59:05,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,35.0,2.0
175,R_0eth3MCz9Wb39Fb,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:55:21,2014-08-05 00:58:18,1.0,removed,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,1.0,26.0,1.0
176,R_6Mzmncpk2XUIpzn,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:56:47,2014-08-05 01:00:29,1.0,removed,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,1.0,19.0,1.0
177,R_81HDN7kK20xGUcJ,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:57:08,2014-08-05 01:01:02,1.0,removed,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,,,,,,,,,,,,,,1.0,24.0,2.0
178,R_3souQlLbWP9laTP,Default Response Set,Anonymous,,,removed,0,2014-08-05 00:58:37,2014-08-05 01:09:06,1.0,removed,,,,,,,,,,,,,,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,27.0,2.0
179,R_9NWvapYcRQJRIrj,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:01:12,2014-08-05 01:06:07,1.0,removed,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,6.0,1.0,28.0,1.0
180,R_cD4LRRsLP5p20xn,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:01:54,2014-08-05 01:15:35,1.0,removed,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,1.0,44.0,1.0
181,R_2uFBOk8Nn9cV9Rz,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:03:04,2014-08-05 01:08:42,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,25.0,2.0
182,R_aVFD4Ha9h823rkF,Default Response Set,Anonymous,,,removed,0,2014-08-05 01:03:27,2014-08-05 01:07:57,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,36.0,1.0
